name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
"Praxis für Gynäkologie, Geburtshilfe & stationäre OP´s Dr. Peter Lichtenberg",Schloßstraße,38-40,Berlin,12165,gynaecology,"Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00, Sa 10:00-12:00",,5056974013,13.3195774,52.4565896,,,peter.lichtenberg@web.de,,,11006006,601,group_practice
Praxis für Hals-Nasen-Ohrenheilkunde,Karl-Marx-Straße,124,Berlin,12043,otolaryngology,Mo-Fr 08:30-18:30; Sa 10:00-12:00,http://www.hnozentrum-berlin.de,7297191585,13.4380919,52.4778472,,,,,,11008008,801,practice
Praxis für Hals-Nasen-Ohrenheilkunde,Schloßstraße,19,Berlin,12163,otolaryngology,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00",https://www.hnozentrum-berlin.de/praxis-steglitz,8378546971,13.3240856,52.4607714,,,,,,11006006,601,practice
"Praxis für Herz-, Kreislauf- und Lungenkrankheiten",Möllendorffstraße,111,Berlin,10367,cardiology;pulmonology,"Mo,Tu 08:00-16:00; We-Fr 08:00-12:00; PH off",,7285663598,13.4785868,52.5161983,yes,,,,,11011011,1103,practice
Praxis für Innere Medizin,Bundesallee,104/105,Berlin,12161,internal;general,"Mo-Fr 08:00-13:00, Mo-Th 15:00-18:00",http://www.praxis-für-innere-medizin.de,8355450078,13.3285854,52.4656374,,,,,,11007007,702,practice
Praxis für Innere Medizin,Sterndamm,9,Berlin,12487,internal,,,11284530901,13.5097905,52.4527005,,,,,,11009009,904,practice
Praxis für Innere Medizin im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,internal,"Mo 08:30-13:00; Tu 08:30-13:00,14:00-18:00; Th 08:30-13:00,14:00-16:00; Fr 09:00-13:00",https://anthromed-bb.de/mvz-havelhoehe/,12208748973,13.1579842,52.4616372,,,,,,11005005,506,clinic
Praxis für Kardiologische Diagnostik im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,cardiology,"Mo-Tu 09:00-13:00,14:00-15:00; We 09:00-13:00; Th 09:00-13:00,14:00-15:00; Fr 09:00-13:00",https://anthromed-bb.de/mvz-havelhoehe/,12208748970,13.1594447,52.4608532,,,,,,11005005,506,clinic
Praxis für Kinder- und Jugendlichenpsychotherapie,Rudower Straße,48,Berlin,12351,child_psychiatry,,https://mvz.vivantes.de/arztpraxis-finden/mvz-neukoelln/kinder-und-jugendlichenpsychotherapie,12026565069,13.461085,52.4366171,,,,,,11008008,803,clinic
Praxis für Kinder- und Jugendlichenpsychotherapie,Rykestraße,35,Berlin,10405,child_psychiatry,"""Termine nach Vereinbarung""",,1584765821,13.4218129,52.5383768,no,,,,,11003003,301,practice
Praxis für Kinder- und Jugendlichenpsychotherapie,Schildhornstraße,92,Berlin,12163,child_psychiatry,,http://www.psychotherapie-grauer.de/,8327512905,13.3216613,52.4623435,,,,,,11006006,601,practice
Praxis für Kinder- und Jugendmedizin,Goebenstraße,24,Berlin,10783,paediatrics,"Mo-Fr 09:00-12:00, Mo,Th,Fr 15:00-17:00",http://kinderärzte-schöneberg.de/,5720615545,13.3634803,52.4942642,,,,,,11007007,701,practice
Praxis für Kinder- und Jugendmedizin,Hauptstraße,131,Berlin,10827,paediatrics,"Mo,Tu,Th 09:00-12:00,14:00-18:00; We,Fr 09:00-13:00",https://praxis-stich-boeckel.de/,8223127037,13.3535631,52.4844062,,,,,,11007007,701,practice
Praxis für Kinder- und Jugendmedizin,Muskauer Straße,,Berlin,10997,paediatrics,"Mo,Tu,Th 08:30-11:00,14:00-17:00; We 08:30-12:00; Fr 08:30-13:00",https://www.praxis-muskauer.de/,4552427089,13.4292134,52.5021657,,,,,,11002002,202,practice
Praxis für Kinder- und Jugendmedizin,Richterstraße,12,Berlin,12526,paediatrics,"Mo,Th 08:00-12:00; 13:00-18:00; Tu,We 08:00-12:00; 13:00-16:00; Fr 08:00-13:00",https://www.gesundheitszentrum-recura.de/medizinische-versorgungszentren/mvz-adlershof.html,11828745704,13.573724,52.4119181,yes,,,,,11009009,913,practice
Praxis für Kinder- und Jugendmedizin im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,paediatrics,"Mo-Tu 09:00-13:00,14:00-17:00; We 09:00-13:00; Th 09:00-13:00,14:00-17:00; Fr 09:00-13:00",https://anthromed-bb.de/mvz-havelhoehe/,12208748974,13.157024,52.4610804,,,praxishaus8@mvz-havelhoehe.de,,,11005005,506,clinic
"Praxis für Kinder- und Jugendpsychatrie MVZ Greven, Treuter und Kollegen",Kleiststraße,23-26,Berlin,10787,child_psychiatry,"Mo-Fr 08:30-12:00; Mo 14:00-16:00; Tu,Th 14:00-17:00",https://kinderpsychiatrie-berlin.de,13165453590,13.3449357,52.5011432,limited,,info@kinderpsychiatrie-berlin.de,,,11007007,701,clinic
Praxis für Kinder- und Jugendpsychiatrie,Havelhöhe,221,Berlin,14089,child_psychiatry,"Mo 09:00-13:00,14:00-16:00; Tu 09:00-11:00,14:00-18:00; We 09:00-13:00,14:00-16:00; Th 09:00-13:00,14:00-18:00",https://anthromed-bb.de/mvz-havelhoehe/,3020046655,13.1628989,52.4636405,yes,,praxis-kinder-jugendpsychiatrie@mvz-havelhoehe.de,,,11005005,506,practice
"Praxis für Kinder-, Jugend- und Familienmedizin am Hermannplatz",Kottbusser Damm,64,Berlin,10967,paediatrics,"Mo-Tu 10:00-12:00, 15:00-18:00; Th 10:00-12:00, 15:00-18:00; Fr 10:00-12:00, 14:00-17:00 open ""mit Termin"" || We 09:00-13:00 open ""nur Notfälle""",https://kinderarzt-hermannplatz.de/,7656560652,13.425211,52.4884879,,,,,,11008008,801,practice
Praxis für Kinderchirurgie und Kinderurologie,Grazer Damm,113-119,Berlin,12157,surgery;urology;paediatrics,,https://kinderchirurgie-grazerdamm.de/,8486926090,13.348346,52.4698065,,,,,,11007007,701,practice
Praxis für Kinderheilkunde Dr. Berns,Bergmannstraße,5,Berlin,10961,paediatrics,"Mo-Fr 09:00-12:00; Mo,Tu,Th 15:00-18:00",https://kinderarztpraxis-berns.de,2542741215,13.388927,52.4893295,yes,,,yes,,11002002,202,practice
Praxis für Kinderheilkunde Dr. Brand & Dr. Weiten,Schloßstraße,,Berlin,12165,paediatrics,"Mo-Th 09:00-12:00,15:00-18:00; We,Fr 09:00-13:00 || ""und nach Vereinbarung""; PH off",https://www.schlosspraxis.de/,5056974015,13.3194581,52.4566259,,,info@schlosspraxis.de,,,11006006,601,group_practice
"Praxis für Mund-, Kiefer-, Gesichtschirurgie",Dörpfeldstraße,11,Berlin,12489,dental_oral_maxillo_facial_surgery,"Mo 09:00-18:00, Tu 10:00-19:00, We 08:30-14:00, Th 08:30-17:00, Fr 08:30-14:00; PH off",https://praxis-thulmann.de/,4083545028,13.5442948,52.4362705,,,,,,11009009,907,practice
Praxis für Neurologie,Wendenschloßstraße,310,Berlin,12557,neurology; psychiatry,"Mo-Th 09:00-16:00; || ""nach Vereinbarung""; PH off",https://neurologie-fitzek.de/,12708075968,13.582902,52.4282271,,,,,,11009009,910,practice
Praxis für Neurologie Dr. med. Schlote & Hr. Dr. Nohr,Schloßstraße,40,Berlin,12165,neurology,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-17:00",https://neuropraxis-steglitz.de/,5056974012,13.3197023,52.4565717,,,,,,11006006,601,group_practice
Praxis für Neurologie im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,neurology,Mo-Tu 09:00-16:00; We 09:00-13:00; Th 09:00-16:00; Fr 09:00-13:00,https://anthromed-bb.de/mvz-havelhoehe/,12208748969,13.1597134,52.4615461,,,praxis-neurologie@mvz-havelhoehe.de,,,11005005,506,clinic
Praxis für Onkologie und Hämatologie,Warener Straße,1,Berlin,12683,haematology; oncology,Tu 9:00-15:00; We 10:00-16:00; Th 9:00-16:00,https://www.onkologie-hellersdorf.de,11177334846,13.5647349,52.519263,,,,,,11010010,1002,practice
Praxis für Oralchirurgie Thekla Wandelt,Drakestraße,33,Berlin,12205,surgery,"Mo-Th 09:00-13:00,15:00-18:00; Fr 09:00-14:00",https://www.thekla-wandelt.de,11990398608,13.2969561,52.4430264,,,,,,11006006,602,practice
Praxis für Orthopädie - Dr. med. Alexander Lemmé,Heerstraße,2,Berlin,14052,orthopaedics,"Tu, Th 08:30-13:00, 14:30-18:00; Mo 08:30-13:00, 15:00-18:00; Fr 08:30-14:00",https://berlin-fusschirurg.de/praxis-orthopaedie/,11947101471,13.2705511,52.5096342,,,mail@berlin-fusschirurg.de,,,11004004,405,practice
Praxis für Orthopädie und Unfallchirurgie,Bundesallee,104/105,Berlin,12161,orthopaedics,"Mo,Tu,Th 09:00-12:00, We,Fr 09:00-12:30, Mo,Tu,Th 15:00-18:00",https://www.orthopaedie-bundesallee.de/,8355450079,13.328634,52.4656367,,,,,,11007007,702,practice
Praxis für Orthopädie und Unfallchirurgie,Residenzstraße,,Berlin,13409,orthopaedics,"Mo, Tu, Th, Fr 08:30-13:00, 14:00-17:00; Fr 08:30-13:00; We 08:30-12:00",,12512548725,13.3626175,52.5662954,,"Dr. med Peter Wiemer
Dr. med Sebastian Apostel",,,,11012012,1201,practice
Praxis für Pränatale Diagnostik,Schloßstraße,88,Berlin,12163,gynaecology,,https://www.ultraschallpraxis-hartung.de/,9556720123,13.3217635,52.4575895,,,,,,11006006,601,practice
Praxis für Pränatalmedizin,Heidebrinker Straße,,Berlin,13357,gynaecology,nach telefonischer Vereinbarung,,10859780794,13.387495,52.5514881,,,,,,11001001,106,practice
Praxis für Psychotherapie,Badensche Straße,18,Berlin,10715,psychiatry,,,8245997150,13.3324926,52.4862362,,,,,,11004004,402,practice
Praxis für Psychotherapie,Lauterstraße,37,Berlin,12159,psychotherapy,"""Termine nach telefonischer Vereinbarung""",,7653520296,13.335549,52.4754598,,,,,,11007007,702,practice
Praxis für Radiologie im MVZ Havelhöhe,Kladower Damm,221,Berlin,14089,radiology,Mo-Tu 08:00-16:00; We 09:00-16:00; Th-Fr 08:00-16:00,,12208748968,13.160681,52.4617073,,,praxis-radiologie@mvz-havelhoehe.de,,,11005005,506,clinic
Praxis für Radioonkologie und Strahlentherapie,Caspar-Theyß-Straße,27-31,Berlin,14193,radiology;oncology,,https://www.praxis-strahlentherapie-berlin.de/,1974936511,13.2929804,52.4910643,,,,,,11004004,403,clinic
Praxis für Urologie Dr. Juhnke & Hr. Möhler,Schloßstraße,40,Berlin,12165,urology,"Mo-Th 08:00-18:00; We,Fr 08:00-13:00; PH off",https://www.urologiesteglitz.de/,5056974014,13.3195695,52.4566342,yes,,info@urologiesteglitz.de,no,,11006006,601,group_practice
Praxis für Urologie und Andrologie Roman Reunkoff,Wartburgstraße,19,Berlin,10825,urology,"Mo,Tu,Th,Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00, Fr 09:00-12:00",https://urologe-schoeneberg.de/,8541232419,13.3419491,52.4867769,,,,,,11007007,701,practice
Praxis für ganzheitliche Medizin,Bornholmer Straße,,Berlin,10439,general,"Mo 08:30-14:39; We, Fr 08:30-12:30; Tu 08:30-12:30, 14:00-18:00; Th 13:00-19:00",https://www.praxis-dr-rueggeberg.de,8617846369,13.4121636,52.5535468,,,,,,11003003,301,practice
Praxis für pränatale Diagnostik - Dr. Elisabeth v. Tucher & Priv.-Doz. Dr. med. Ines Schönborn,Senftenberger Ring,3a,Berlin,13439,gynaecology,"Mo 12:00-18:00; Tu,Th 08:00-18:00; We 08:00-14:00; Fr 08:00-13:00 || ""nach Vereinbarung""",https://www.berlin-schall.de/,10996127320,13.3558568,52.5972097,,,info@berlin-schall.de,,,11012012,1210,group_practice
Praxis41,Genter Straße,41,Berlin,13353,general,"Mo 09:00-10:30 open, Mo 10:30-12:00 open ""nur Termine"", Mo 15:00-16:00 open, Mo 16:00-18:00 open ""nur Termine""; Tu-Fr 09:00-10:30 open, Tu-Fr 10:30-13:00 open ""nur Termine""; PH off",https://praxis41.com,2299873185,13.3542923,52.546799,no,,,,,11001001,105,practice
Praxisclinic Berlin,Corneliusstraße,,Berlin,12247,otolaryngology,"Mo 16:00-19:00, Tu,We 08:00-12:00, We 14:00-16:30, Th 12:00-19:00, Fr 14:00-16:30, Sa 10:00-12:00",https://www.praxisclinic.de,9302038356,13.3344157,52.4385567,,,,,,11006006,603,practice
Praxisgemeinschaft Britzer Damm,Britzer Damm,3,Berlin,12347,general;gynaecology;internal,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-14:00",https://praxisbritz.de/,8464074066,13.4347079,52.462617,no,,,,,11008008,802,group_practice
Praxisgemeinschaft Dr. Höfner und Dr. Kahl,Neuköllner Straße,292,Berlin,,general,"Mo 08:00-12:00,15:00-18:00; Tu 08:00-12:00; We 15:00-19:00; Th,Fr 08:00-12:00",http://www.kahl-hoefner.de/,6296199886,13.4865693,52.4228821,,Allgemeinmedizin,,,,11008008,804,group_practice
Praxisgemeinschaft Dr. Kleina / Dr. Lück,Gehrenseestraße,,Berlin,13053,general,,,12772577644,13.5101412,52.5507799,,,,,,11011011,1110,group_practice
Praxisgemeinschaft Karl-Marx-Str.,Karl-Marx-Straße,122,Berlin,12043,internal;cardiology;general;psychiatry,Mo-Fr 08:00-18:00,,7297191586,13.4380467,52.4779,,Lehrpraxis der Charité,,,,11008008,801,group_practice
Praxisgemeinschaft Moritzplatz,Oranienstraße,53,Berlin,10969,internal;gastroenterology,"Mo-Fr 08:00-08:45,11:00-11:30",,871633756,13.412601,52.5032512,no,,,,,11002002,202,group_practice
"Praxisgemeinschaft Orthopädie Jan Burkhardt, Carsten Roth, Stefan Wilke",Kaulsdorfer Straße,105-106,Berlin,12555,orthopaedics,,https://www.orthopädie-in-köpenick.de/,3878798865,13.580026,52.4599774,,,,,,11009009,910,group_practice
Praxisgemeinschaft am Bahnhof Spandau,Galenstraße,,Berlin,13597,,,,1336552408,13.1952216,52.5359247,limited,,,,,11005005,501,group_practice
Praxisgemeinschaft am Wittenbergplatz,Tauentzienstraße,1,Berlin,10789,gynaecology;abortion,,https://frauenaerztin-berlin-wittenbergplatz.de,11542559558,13.3420265,52.5023823,,,,,,11007007,701,group_practice
Praxisgemeinschaft für Neurologie und Psychiatrie Dr. Geßler und Dr. Hecker,Tempelhofer Damm,145,Berlin,12099,neurology;psychiatry,"Mo-We 09:00-13:00, Mo-We 14:00-18:00; Th 09:00-13:00, 14:30-18:00; Fr 09:00-13:00; PH off",https://www.praxis-hecker.de/,8900823827,13.3858231,52.4654774,,,praxis@praxis-hecker.de,,,11007007,703,group_practice
Praxisgemeinschaft für Psychotherapie,Gründerstraße,,Berlin,12526,psychiatry,,,11828745703,13.5736796,52.4118959,yes,,,,,11009009,913,group_practice
Praxisgemeinschaft für die Allgemeinmedizin,Rigaer Straße,42,Berlin,,general,,,6414761992,13.4674407,52.5158617,limited,,,,,11002002,201,group_practice
Praxisgemeinschaft für ärztliche Psychotherapie,Mainauer Straße,1,Berlin,12161,psychiatry;psychotherapy,"""by appointment/Nach Vereinbarung""",,7599664897,13.3276818,52.4758725,,,,,,11007007,702,group_practice
Praxisteam Friedrichshain,Petersburger Straße,94,Berlin,10247,general,"Mo,Tu,Th 09:00-13:00, We,Fr 09:00-14:00, Mo 14:30-17:00, Tu,Th 14:00-18:00",https://praxisteam-friedrichshain.de/,10079346656,13.453085,52.5171277,,,,,,11002002,201,practice
Praxisteam Oberschöneweide,Großstraße,8,Berlin,12459,general;diabetology,"Mo-Th 08:00-13:00,14:00-19:00; Fr 08:00-13:00; Sa-Su off",https://www.praxis-gronau-schwarz.de/,8165809559,13.5205334,52.4632057,no,,,,,11009009,909,practice
Priv.-Doz. Dr. med. Andreas Albers,Im Domstift,,Berlin,12309,otolaryngology,,https://www.hno-berlin-lichtenrade.de/,8895185317,13.4122876,52.3941581,,,,,,11007007,706,practice
Privatklinik Schlossstraße - Fachklinik für Brustvergrößerung und Brustformung,Schloßstraße,38-40,Berlin,12165,plastic_surgery,,https://www.privatklinik-schlossstrasse.de/,5056974011,13.3197406,52.4565402,,,info@pk-schloss.de,,,11006006,601,clinic
Privatpraxis Arif Gulijew,Rheinstraße,29,Berlin,12161,internal;naturopathy,"""nach Termin Vereinbarung""",https://naturmedizin-berlin.de,7799378783,13.3303003,52.4671661,,,,,,11007007,702,practice
Privatpraxis Dr. med. Hans Zwemke,Innsbrucker Straße,58,Berlin,10825,general;homeopathy,,http://www.zwemke.com,10124884277,13.3405114,52.4880707,,,,,,11007007,701,practice
Privatpraxis NeuroMed Berlin,Schloßstraße,19,Berlin,12163,neurology,,https://www.neuromed-berlin.de,8378546972,13.3240653,52.4608079,,,,,,11006006,601,practice
Privatpraxis für ganzheitliche Medizin,Lassallestraße,12A,Berlin,12621,,"""nach Verinbarung""",https://www.praxis-fonfara.de/,9896207200,13.5803235,52.4983345,,,mail@praxis-fonfara.de,,,11010010,1003,practice
Prof. Dr. med. Friedrich Molsberger,Aßmannshauser Straße,10a,Berlin,14197,general,"""Sprechzeiten nach Vereinbarung""",https://www.akupunktur-in-berlin.de/,7814038850,13.3138297,52.4750948,limited,,,,,11004004,402,practice
Psychiatrische Institutsambulanz,Bonhoefferweg,3,Berlin,,psychiatry,,,6513517778,13.3757999,52.5263283,,,,,,11001001,101,clinic
Psychodynamik Berlin,Hermannstraße,184,Berlin,12049,psychiatry,"Mo 13:00-17:00; Tu 09:00-12:00,14:00-18:00; We 09:00-13:00,14:00-17:00; Th 08:00-12:00,14:00-18:00; Fr 09:00-13:00",https://psychodynamik.berlin/,9410526605,13.4285229,52.4733223,yes,,,,,11008008,801,practice
Psychologisches Versorgungszentrum Berlin,Freiheit,1,Berlin,12555,psychiatry,"""nur nach Absprache""",https://pvz-berlin.de/,12715717110,13.5759742,52.4471304,,,,,,11009009,910,clinic
Psychosomatisches Zentrum der Schlafpraxis Berlin,Niedstraße,22,Berlin,12159,somnology,"""Termine nach Vereinbarung""",http://www.schlafpraxis-berlin.de,7660694120,13.3292611,52.4726594,,,,,,11007007,702,clinic
Psychotherapie Irene Spieler,Stresemannstraße,,Berlin,10963,child_psychiatry,,https://psychologische-praxis-spieler.de,12176871713,13.3880237,52.5005292,,,,,,11002002,202,practice
R. Kling,Weidenweg,29,Berlin,10249,general,"Mo 15:00-18:00,08:00-12:00; Tu 08:00-12:00; We 08:00-12:00; Th 08:00-12:00,16:00-19:00; Fr 08:00-12:00",,1258800198,13.4494221,52.5179075,no,,,,,11002002,201,practice
Radiologie Berlin Schöneberg,Richard-von-Weizsäcker-Platz,3,Berlin,10827,radiology,"Mo-We 09:00-18:00; Th,Fr 09:00-14:00",https://www.radiologie3.de/,9643606635,13.3571107,52.4862844,,,,,,11007007,701,practice
Radiologie Berlin-Mitte,Leipziger Straße,44,Berlin,10117,radiology,Mo 08:00-12:00; Tu 10:30-16:00; We 10:30-18:00; Th 11:00-16:00; Fr 09:00-13:00,https://radiologie-mitte-berlin.de,11299744469,13.3961423,52.5102369,,,,,,11001001,101,practice
Radiologie Frohnau,Zeltinger Platz,10,Berlin,13465,radiology,"Mo-Th 14:00-16:00, Mo-Fr 09:00-12:00",https://radiologie-frohnau.de/,4126845314,13.2912188,52.6327246,yes,,,,,11012012,1205,practice
Radiologie Wilmersdorf,Mainzer Straße,15,Berlin,10715,radiology,"""Untersuchungstermine nach Vereinbarung""",https://www.radiologie-wilmersdorf.de,7680987945,13.3274551,52.4796939,,,,,,11004004,402,practice
Radiologie Wilmersdorf,Südwestkorso,59,Berlin,14197,radiology,Mo-Th 09:00-18:00; Fr 09:00-13:00,https://www.radiologie-wilmersdorf.de/,8516220516,13.3195367,52.4713139,no,,,,,11004004,402,practice
Radiologiezentrum,Kurfürstendamm,37,Berlin,10719,radiology,,https://radiologie-kudamm.de/,4134320892,13.3229046,52.5024364,,"Dr. med. Kroll, H.; Dr. med. Winter, J.; Dr. med. Spremberg, A.",,,Kernspintomogtaphie (MRT),11004004,401,clinic
Radiologische Gemeinschaftspraxis Magnetresonanztomographie (MRT),Hohenzollerndamm,28a,Berlin,10713,radiology,,https://www.radiologie-wilmersdorf.de/,11556295715,13.3172376,52.4916839,,,,,,11004004,402,group_practice
Radiologische Praxis Bundesallee,Bundesallee,104/105,Berlin,12161,radiology,Mo-Th 08:30-18:00; Fr 08:30-13:30,https://www.mrt-berlin.com/,8355450081,13.3287557,52.4656819,,,,,,11007007,702,practice
Radiologische Praxis am KEH,Herzbergstraße,79,Berlin,10365,radiology,,,3756450109,13.5073263,52.5273323,yes,,,,,11011011,1103,clinic
Radiologisches Zentrum,Möllendorffstraße,52,Berlin,10367,radiology,Mo-Th 08:00-18:00; Fr 08:00-13:00,https://rzm.berlin/praxis,612811382,13.4800899,52.5248933,yes,,,,,11011011,1111,clinic
Ralf Schreiber & Brigitta Landstorfer,Alt-Moabit,109,Berlin,,gynaecology,"Mo 9:00-13:00, 15:00-18:00; Tu 9:00-13:00, 16:00-19:00; We 8:00-12:00, 15:00-18:00, th 9:00-13:00, 15:00-18:00, Fr 8:00-12:00",https://www.frauenarztpraxis-mitte.de/,9523526822,13.3504303,52.5242006,no,,,,,11001001,102,group_practice
Rana El-Awar,Lychener Straße,22,Berlin,10437,internal,"Mo,We 08:00-14:00; Tu 09:00-13:00,14:00-17:00; Th 09:00-13:00,14:00-18:00; Fr 08:00-12:00",,10161723042,13.4164849,52.5425389,no,,,,,11003003,301,practice
Rebecca Horn - Fachärztin für Allgemeinmedizin,Hufelandstraße,,Berlin,10407,general,Mo 07:00-13:00; Tu 13:00-18:00; We 07:30-12:00; Th 13:00-18:00; Fr 08:00-12:00,,13173157410,13.4350745,52.5307604,,,,,,11003003,301,practice
Regina Tamkus,Wilhelminenhofstraße,,Berlin,12459,,Mo-Fr 12:00-13:00,https://regina-tamkus.de/,11274758723,13.5108153,52.4635275,,,,,,11009009,909,practice
Renate Wolf,Hähnelstraße,14,Berlin,12159,neurology;psychiatry;psychotherapy,"""Telefonische Anmeldung erbeten""",,7620604068,13.3388156,52.4757707,no,,,,,11007007,702,practice
René Dziurla,Chodowieckistraße,15,Berlin,10405,general,Mo 09:00-15:00; Tu 08:00-13:00; We 12:00-16:00; Th 12:00-18:00; Fr 08:00-12:00,https://www.praxis-dr-dziurla.de/,10803127524,13.4263098,52.5377134,,Terminanfragen bitte nur per Telefon / Appointment requests only via phone.,praxis-dr-dziurla@web.de,,,11003003,301,practice
Residenzpraxis - Hausärztliche Internisten,Residenzstraße,127,Berlin,13409,"general,internal","Mo-Fr 08:00-12:00; Mo, Tu 14:00-18:00; Th 14:00-19:00",https://residenzpraxis.de/,4141241032,13.3623638,52.5682358,no,Facharzt für Innere Medizin,kontakt@residenzpraxis.de,,,11012012,1201,practice
Rheumatologie Dr. med. Christian Herzberg,Martin-Hoffmann-Straße,,Berlin,12435,rheumatology,"Mo 09:00-13:00,14:00-17:00; Tu 09:00-12:00; We 09:00-14:00; Th 09:00-13:30,14:30-17:00; Fr 09:00-12:00",,6029694389,13.4599919,52.493994,,Facharzt für Innere Medizin & Rheumatologie,,,,11009009,901,practice
Rheumatologische Schwerpunktpraxis,Bundesallee,104/105,Berlin,12161,internal;rheumatology,"Mo,Tu,Th,Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00",https://www.rheumapraxis-brandt-juergens.de/,8355450080,13.328701,52.4656352,,,,,,11007007,702,practice
Richard Hauser,Schloßstraße,93,Berlin,12163,neurology,,,9556678115,13.3223584,52.4581872,,,,,,11006006,601,practice
Robert Klose & Barbara Nikolaus,Westerlandstraße,,Berlin,13189,general,,,1658078748,13.4168349,52.5582365,no,,,,,11003003,307,group_practice
Roland Ricken,Göhrener Straße,14,Berlin,10437,psychiatry,,,10095240695,13.4215406,52.5407511,,,,,,11003003,301,practice
Romy Staron,Ehrenfelsstraße,42-44,Berlin,10318,neurology,,,13162275761,13.5270469,52.4822433,,,,,,11011011,1102,practice
Ruthild Gruner,Blankenburger Chaussee,35,Berlin,13125,internal,,,2928757440,13.4707937,52.6017514,,,,,,11003003,305,practice
